

start: Graph Generation
26 2015 115
26 340 991
27 1043 114
27 2636 82
27 1812 399
27 2713 960
27 2545 235
27 4319 941
27 742 602
27 3405 880
27 375 573
28 3653 661
28 4445 242
28 1754 179
28 178 190
28 4973 561
28 2454 929
28 1991 246
28 4457 669
28 1049 50
29 1212 506
29 991 657
29 1314 289
29 2706 666
29 2628 616
29 1847 121
29 3416 781
29 4802 998
29 2809 300
30 4180 959
30 857 841
30 1451 530
30 1934 142
30 3636 824
30 845 322
30 3165 833
30 2355 482
30 477 348
31 4479 263
31 2513 282
31 3662 271
31 3924 904
31 4265 96
31 2671 44
31 1031 452
31 218 766
31 478 859
32 2184 295
32 2493 640
32 2800 418
32 800 541
32 1623 894
32 3527 673
32 1073 422
32 2969 493
32 2087 871
33 68 891
33 4866 432
33 2150 764
33 2800 186
33 1187 776
33 4802 927
33 2666 537
33 1852 22
33 4007 838
34 2519 550
34 4851 489
34 4810 349
34 212 935
34 3954 694
34 849 328
34 3845 54
34 671 301
34 806 991
35 968 275
35 1841 582
35 3600 866
35 1243 308
35 2361 716
35 731 470
35 4377 74
35 2527 21
35 1242 972
36 945 804
36 1565 809
36 1389 773
36 1763 354
36 3758 715
36 40 400
36 840 360
36 758 792
36 295 40
37 476 866
37 2193 882
37 3384 502
37 2897 155
37 4605 916
37 4046 899
37 4117 357
37 4228 14
37 1667 910
38 427 355
38 1305 182
38 852 466
38 2339 488
38 1192 589
38 2142 838
38 4897 384
38 690 660
38 243 597
39 2973 722
39 2605 952
39 3871 495
39 3572 98
39 2332 330
39 4503 889
39 2286 937
39 4295 314
39 571 627
40 1054 435
40 1704 698
40 36 400
40 2318 427
40 2798 579
40 4981 357
40 4263 783
40 4686 527
40 149 57
41 3222 910
41 3953 125
41 2411 812
41 4169 706
41 1161 467
41 3456 309
41 4071 646
41 3931 123
41 118 561
42 1449 769
42 556 710
42 3388 117
42 1971 562
42 3329 734
42 2992 977
42 2498 350
42 2316 197
42 715 455
43 437 36
43 3583 494
43 3095 592
43 3671 971
43 4479 826
43 1661 112
43 3290 81
43 2792 232
43 2955 760
44 2401 234
44 4561 155
44 1247 366
44 4004 132
44 4925 273
44 2959 683
44 4195 157
44 2553 323
44 2604 655
45 4329 275
45 3973 282
45 538 733
45 2851 396
45 2206 639
45 4682 938
45 165 74
45 1713 541
45 1143 142
46 845 166
46 3016 419
46 764 352
46 2883 473
46 1906 397
46 4855 429
46 3273 696
46 1173 233
46 66 274
47 823 174
47 4429 895
47 1791 265
47 2861 807
47 1764 619
47 1212 761
47 2310 365
47 1688 839
47 260 614
48 931 542
48 3200 361
48 1931 156
48 3870 170
48 3776 631
48 3089 57
48 1659 812
48 3592 865
48 4359 689
49 4874 321
49 3520 889
49 4349 215
49 3068 952
49 3655 314
49 2170 806
49 4722 37
49 4134 397
49 788 57
50 314 231
50 952 78
50 1796 210
50 138 412
50 2111 251
50 1323 37
50 897 963
50 1136 86
50 272 243
51 1987 836
51 4009 144
51 3478 367
51 564 514
51 2899 121
51 3699 378
51 3953 140
51 1219 643
51 1046 633
52 522 529
52 4755 124
52 3709 451
52 756 429
52 4771 61
52 2620 539
52 2937 441
52 3374 764
52 3376 864
53 3284 306
53 3701 338
53 2286 659
53 1792 548
53 3943 927
53 558 161
53 4854 694
53 2555 462
53 759 503
54 4166 979
54 4708 267
54 1628 43
54 1350 548
54 723 106
54 890 555
54 2309 629
54 566 440
54 1312 558
55 1423 713
55 4232 733
55 2885 267
55 1348 357
55 2293 387
55 3572 849
55 3472 849
55 464 603
55 594 735
56 775 172
56 2884 801
56 993 958
56 4834 537
56 4846 888
56 4950 873
56 1345 766
56 4756 41
56 817 940
57 1824 699
57 4064 31
57 220 78
57 2851 355
57 3642 506
57 2310 324
57 1600 231
57 1403 929
57 150 718
58 1626 554
58 279 873
58 2433 729
58 1174 590
58 3041 643
58 4669 352
58 361 884
58 2584 198
58 104 404
59 4756 274
59 3275 564
59 4594 814
59 4382 170
59 1536 949
59 4357 909
59 2486 724
59 1986 193
59 1491 206
60 4160 900
60 1791 837
60 1974 516
60 356 460
60 2007 125
60 169 291
60 4437 635
60 1694 420
60 171 293
61 2550 91
61 4275 858
61 682 479
61 2862 814
61 3568 587
61 3952 602
61 4330 72
61 1803 448
61 1152 766
62 3950 367
62 2833 910
62 174 901
62 324 507
62 4718 88
62 137 791
62 660 665
62 1616 278
62 233 79
63 2251 286
63 4878 659
63 4954 577
63 3457 623
63 4477 377
63 1867 425
63 2864 742
63 2551 677
63 1967 637
64 1366 119
64 3470 395
64 1525 709
64 2296 198
64 2539 509
64 4422 730
64 1609 461
64 370 972
64 110 407
65 3839 926
65 105 410
65 4758 394
65 4368 603
65 3701 428
65 4434 307
65 4118 377
65 4396 152
65 1263 681
66 508 322
66 1473 520
66 4392 431
66 1455 537
66 46 274
66 1390 439
66 3211 482
66 127 691
66 1292 531
67 2328 253
67 1497 441
67 4135 731
67 3460 337
67 1997 124
67 3420 200
67 2038 17
67 4874 35
67 304 28
68 463 434
68 33 891
68 1474 610
68 2097 899
68 3549 720
68 1889 669
68 1810 555
68 1546 261
68 504 449
69 1842 306
69 3239 321
69 3701 878
69 4776 738
69 2973 316
69 2660 286
69 2153 317
69 554 697
69 2119 873
70 3460 626
70 4282 652
70 2652 859
70 3606 408
70 3112 626
70 3131 248
70 4138 233
70 1529 160
70 113 733
71 2156 375
71 350 408
71 4423 602
71 1977 563
71 3112 961
71 4438 912
71 4161 972
71 75 665
71 90 298
72 4864 372
72 4737 230
72 466 547
72 1944 270
72 2908 33
72 3119 232
72 2821 791
72 2952 173
72 3549 144
73 4603 80
73 3184 294
73 1555 532
73 3222 590
73 4013 963
73 4729 699
73 870 505
73 1018 189
73 933 770
74 1386 428
74 616 924
74 1578 21
74 3497 303
74 4667 218
74 4223 216
74 4008 377
74 453 556
74 1103 322
75 1084 797
75 1151 776
75 71 665
75 1366 380
75 178 698
75 1647 877
75 2823 525
75 1915 218
75 189 834
76 3564 289
76 1810 166
76 3892 164
76 3497 791
76 713 212
76 1676 60
76 1051 228
76 3536 482
76 793 524
77 548 761
77 2180 891
77 343 991
77 4470 948
77 1037 914
77 4787 150
77 3097 662
77 1412 715
77 797 171
78 833 358
78 1460 596
78 1691 629
78 4107 688
78 1258 991
78 3260 726
78 3299 544
78 1472 944
78 1192 604
79 3698 628
79 3190 851
79 3825 279
79 2092 137
79 4103 11
79 775 487
79 180 767
79 3067 197
79 88 784
80 2837 99
80 4998 459
80 1425 695
80 4056 95
80 4005 795
80 499 183
80 3524 861
80 4263 44
80 574 307
81 1594 456
81 98 908
81 3329 234
81 3985 942
81 1981 744
81 1989 983
81 4954 825
81 2033 510
81 419 114
82 4481 765
82 3403 786
82 1058 665
82 1206 295
82 4402 367
82 3804 527
82 2124 756
82 3051 877
82 456 868
83 876 632
83 1684 865
83 4678 881
83 879 442
83 857 858
83 686 69
83 4015 183
83 2163 797
83 2538 89
84 375 572
84 3634 778
84 126 832
84 3153 408
84 4582 835
84 1839 428
84 4343 841
84 3227 345
84 86 527
85 2201 336
85 4270 13
85 3667 141
85 2274 728
85 1241 474
85 4623 385
85 225 600
85 470 95
85 90 695
86 4998 152
86 1827 634
86 642 240
86 1618 17
86 2177 102
86 2004 278
86 4283 529
86 84 527
86 275 744
87 3513 482
87 1834 183
87 1692 531
87 4503 799
87 2670 136
87 1129 516
87 1111 474
87 3479 101
87 2039 935
88 1371 86
88 2500 751
88 9 524
88 79 784
88 4620 760
88 3601 709
88 4088 309
88 2596 937
88 753 457
89 2521 805
89 3733 664
89 251 299
89 838 588
89 4777 899
89 3761 243
89 3984 416
89 4487 839
89 95 377
90 966 982
90 632 191
90 2837 81
90 3920 816
90 3492 647
90 71 298
90 85 695
90 1422 161
90 927 922
91 2637 464
91 160 530
91 3156 402
91 1145 246
91 1969 277
91 4300 485
91 1216 157
91 824 133
91 989 300
92 1373 356
92 4495 650
92 1609 125
92 2205 418
92 1387 545
92 3134 213
92 198 636
92 4539 672
92 2893 425
93 4900 691
93 4872 967
93 4787 255
93 3363 490
93 1110 979
93 926 341
93 1159 448
93 2860 549
93 1168 604
94 351 519
94 3910 766
94 3515 697
94 3049 749
94 3648 95
94 3426 316
94 1159 653
94 3551 209
94 517 895
95 3092 648
95 3832 946
95 24 449
95 1767 804
95 89 377
95 1615 826
95 3618 381
95 1097 509
95 366 949
96 3219 742
96 746 324
96 1113 894
96 344 676
96 1797 364
96 3101 524
96 1714 247
96 2744 843
96 1046 983
97 2763 640
97 3304 898
97 1372 613
97 1968 479
97 4503 350
97 1426 922
97 4906 36
97 1100 811
97 1969 166
98 81 908
98 3187 445
98 2201 146
98 2573 494
98 4042 420
98 1897 292
98 3396 780
98 129 644
98 3737 259
99 1841 479
99 4206 316
99 1795 651
99 1854 141
99 730 898
99 220 167
99 3470 78
99 2335 713
99 931 44
100 141 250
100 2586 211
100 409 261
100 2499 676
100 4656 827
100 1660 159
100 2663 591
100 4026 895
100 176 998
101 619 907
101 453 239
101 606 61
101 4562 313
101 4514 144
101 544 443
101 624 582
101 1168 619
101 806 922
102 2619 282
102 1045 400
102 4697 495
102 1158 927
102 4926 359
102 1139 450
102 4957 741
102 2000 834
102 121 159
103 4775 433
103 1017 94
103 4938 80
103 2820 476
103 595 52
103 2007 139
103 470 25
103 1552 925
103 1010 254
104 4219 482
104 1660 835
104 2611 857
104 2644 881
104 843 878
104 938 855
104 1550 744
104 58 404
104 186 974
105 65 410
105 2122 945
105 3292 888
105 4513 649
105 1184 438
105 4211 141
105 2875 934
105 1424 116
105 184 918
106 2505 497
106 2898 880
106 226 914
106 2373 548
106 4998 156
106 2031 556
106 2371 776
106 841 388
106 823 872
107 1243 86
107 4680 718
107 1188 404
107 1456 963
107 1578 960
107 565 708
107 2708 156
107 820 943
107 522 675
108 176 28
108 4325 415
108 2941 306
108 2715 509
108 4764 627
108 1987 162
108 3920 329
108 3388 469
108 4627 787
109 4083 839
109 4154 32
109 987 640
109 2877 948
109 2795 920
109 4273 15
109 3199 46
109 3072 407
109 1513 453
110 2675 829
110 1642 139
110 3593 280
110 3700 321
110 64 407
110 2895 948
110 2253 284
110 1522 881
110 2111 312
111 2382 754
111 628 933
111 2451 71
111 4708 441
111 4219 733
111 1639 334
111 4865 863
111 1265 256
111 172 351
112 4146 605
112 4848 956
112 4583 607
112 4346 52
112 2618 697
112 261 585
112 3756 501
112 3862 861
112 2882 315
113 714 638
113 3856 25
113 4831 575
113 4527 79
113 70 733
113 1802 227
113 2260 983
113 1594 131
113 133 895
114 254 818
114 3759 590
114 957 506
114 4387 33
114 4098 727
114 1184 96
114 1189 999
114 2813 913
114 1294 193
115 4447 249
115 823 592
115 2001 994
115 1367 608
115 3386 340
115 2279 860
115 4689 746
115 3003 231
115 1158 982
116 3970 157
116 4278 990
116 1908 357
116 4981 219
116 4017 53
116 1998 991
116 2509 785
116 2146 854
116 763 681
117 2020 438
117 3308 517
117 2035 762
117 1638 312
117 2914 494
117 4732 402
117 227 190
117 2022 449
117 342 103
118 587 240
118 2393 736
118 4031 938
118 4532 424
118 160 707
118 1180 107
118 41 561
118 2586 340
118 198 461
119 2138 953
119 3800 344
119 4086 124
119 382 622
119 967 813
119 4552 879
119 4912 363
119 3928 282
119 3357 842
120 2614 882
120 882 905
120 3 142
120 3342 874
120 4090 803
120 2461 152
120 3532 51
120 3114 28
120 340 514
121 4752 22
121 3509 828
121 2913 187
121 3300 56
121 3044 257
121 1604 538
121 102 159
121 1564 385
121 768 764
122 4377 902
122 2311 120
122 4986 499
122 2066 193
122 3234 710
122 2077 36
122 4801 340
122 3524 133
122 4767 825
123 4435 82
123 2830 153
123 339 432
123 1353 852
123 1531 771
123 3285 876
123 1795 73
123 4887 180
123 311 914
124 1205 40
124 2865 765
124 3980 477
124 1818 844
124 3530 307
124 2268 865
124 2262 886
124 4404 642
124 1502 25
125 3395 744
125 2668 894
125 1309 541
125 360 54
125 3250 568
125 2702 950
125 2571 859
125 3810 411
125 947 945
126 2647 383
126 2764 199
126 84 832
126 1224 619
126 4895 56
126 2733 155
126 4207 940
126 2622 871
126 531 572
127 2397 733
127 2234 700
127 66 691
127 2145 716
127 757 480
127 1018 911
127 1448 54
127 1217 897
127 839 286
128 3198 46
128 4089 214
128 3252 220
128 2920 403
128 1811 65
128 2793 715
128 1027 100
128 4833 21
128 833 249
129 4968 587
129 558 155
129 98 644
129 1399 349
129 2971 338
129 860 230
129 844 63
129 4553 528
129 300 773
130 207 111
130 4393 247
130 984 685
130 1456 296
130 1030 779
130 3773 147
130 3363 394
130 3823 94
130 304 641
131 3748 324
131 2079 983
131 2582 603
131 3255 85
131 1366 532
131 3328 380
131 2883 822
131 2277 79
131 1634 676
132 642 257
132 1588 221
132 3857 160
132 4382 895
132 2970 337
132 1744 919
132 594 837
132 2306 85
132 918 597
133 259 573
133 15 748
133 3805 492
133 222 290
133 2158 47
133 4801 609
133 2380 461
133 113 895
133 224 254
134 1723 598
134 3416 926
134 3688 798
134 1295 473
134 4517 409
134 3776 247
134 4411 778
134 2129 709
134 2127 143
135 2922 985
135 4455 239
135 4795 501
135 2685 595
135 4774 258
135 4715 421
135 3771 360
135 2097 94
135 344 814
136 930 399
136 4723 856
136 331 491
136 667 975
136 2656 846
136 2807 872
136 1922 90
136 4265 731
136 1424 653
137 440 212
137 2010 78
137 62 791
137 1728 354
137 3868 986
137 3901 55
137 4870 706
137 1220 738
137 1715 560
138 3323 129
138 3256 709
138 50 412
138 434 821
138 247 908
138 923 725
138 1436 880
138 1297 602
138 1077 341
139 2688 359
139 4296 584
139 2620 449
139 2181 259
139 446 913
139 1618 406
139 3144 934
139 2862 430
139 504 469
140 3480 955
140 3022 140
140 1626 50
140 2360 879
140 4076 525
140 1924 579
140 2486 821
140 2640 716
140 756 46
141 1279 652
141 100 250
141 3857 578
141 4453 411
141 2933 196
141 4763 765
141 4064 578
141 827 398
141 1515 917
142 2590 306
142 2043 835
142 4633 613
142 933 430
142 1030 345
142 2646 825
142 3226 212
142 884 417
142 2904 807
143 2800 784
143 4264 879
143 14 752
143 4938 233
143 2596 458
143 1515 855
143 4211 719
143 148 551
143 201 273
144 3122 465
144 777 33
144 3368 827
144 764 600
144 3633 319
144 1424 604
144 3392 604
144 3255 916
144 1540 38
145 4548 517
145 3180 463
145 3832 232
145 821 352
145 3290 113
145 538 696
145 2699 750
145 3331 454
145 195 703
146 3286 576
146 2486 949
146 603 440
146 1880 786
146 1568 677
146 4828 224
146 1459 21
146 4416 93
146 1919 577
147 1686 988
147 2338 135
147 3121 928
147 902 975
147 3247 842
147 3540 34
147 2495 619
147 1258 66
147 2525 721
148 1539 370
148 440 110
148 143 551
148 1110 868
148 2660 189
148 3623 670
148 453 239
148 2186 409
148 878 608
149 1918 977
149 1894 136
149 1741 205
149 3415 820
149 40 57
149 4862 180
149 1316 630
149 1646 244
149 494 67
150 2733 440
150 1578 833
150 3551 576
150 428 440
150 3321 95
150 4154 914
150 57 718
150 2726 893
150 811 140
151 2214 274
151 4956 195
151 1775 813
151 3705 477
151 3276 139
151 3615 534
151 995 899
151 4288 691
151 330 419
152 2725 376
152 4054 487
152 1902 653
152 1842 556
152 1187 905
152 3137 823
152 3379 812
152 3179 549
152 627 316
153 3191 331
153 467 465
153 1485 780
153 2629 47
153 299 189
153 608 863
153 4405 960
153 2005 511
153 203 36
154 349 569
154 1517 824
154 1553 161
154 400 370
154 2648 858
154 4934 997
154 187 858
154 4117 261
154 522 982
155 1382 514
155 1698 350
155 261 288
155 2462 711
155 816 805
155 3042 464
155 4324 659
155 1544 550
155 2930 709
156 4746 112
156 3919 92
156 2376 377
156 4399 777
156 1462 688
156 812 371
156 2022 270
156 3265 890
156 300 396
157 363 284
157 1415 420
157 2249 206
157 569 574
157 1324 853
157 160 294
157 3289 846
157 4279 698
157 1176 642
158 3276 55
158 2533 714
158 4613 201
158 459 703
158 2990 599
158 2614 636
158 4152 80
158 3496 770
158 197 90
159 4508 629
159 3889 825
159 4767 637
159 1330 76
159 3221 809
159 4160 961
159 496 788
159 4256 537
159 198 371
160 91 530
160 380 25
160 118 707
160 157 294
160 764 828
160 1108 248
160 4740 293
160 2211 792
160 271 113
161 2817 679
161 735 830
161 17 408
161 2706 512
161 2344 804
161 1022 684
161 3763 544
161 3321 319
161 959 661
162 4399 728
162 638 954
162 3489 982
162 621 912
162 2578 790
162 2116 481
162 4310 203
162 2816 285
162 191 904
163 3335 519
163 2822 326
163 2135 845
163 4331 550
163 1686 254
163 4979 443
163 1127 264
163 4268 998
163 1723 681
164 2599 151
164 3972 922
164 1082 54
164 4779 965
164 1813 383
164 4806 369
164 3889 699
164 2822 880
164 867 389
165 1210 133
165 4898 823
165 45 74
165 4266 469
165 906 707
165 253 565
165 3491 391
165 3 563
165 366 464
166 529 294
166 4340 439
166 1980 438
166 4596 710
166 1935 842
166 994 815
166 543 31
166 2842 936
166 655 458
167 1769 770
167 4216 714
167 3271 915
167 1123 739
167 2658 150
167 1205 31
167 532 862
167 3120 326
167 392 508
168 392 504
168 2634 142
168 1749 620
168 1509 550
168 758 236
168 764 409
168 3198 387
168 1047 12
168 257 975
169 3441 308
169 3286 458
169 60 291
169 2432 552
169 2685 483
169 466 622
169 999 37
169 2883 205
169 1156 326
170 2396 679
170 3875 687
170 4515 756
170 1188 149
170 2371 312
170 2541 214
170 4508 570
170 3862 456
170 703 354
171 2715 723
171 4041 314
171 879 303
171 3879 169
171 60 293
171 3353 759
171 4912 712
171 3145 581
171 970 67
172 390 105
172 1505 236
172 111 351
172 826 80
172 3698 207
172 934 91
172 4248 558
172 283 208
172 862 634
173 794 148
173 455 344
173 193 179
173 2108 434
173 3463 706
173 2068 795
173 3291 509
173 2335 179
173 365 216
174 4558 19
174 3155 284
174 62 901
174 727 447
174 4455 555
174 2824 706
174 938 811
174 2561 328
174 856 15
175 1968 426
175 2437 58
175 1746 373
175 1824 625
175 2173 424
175 2505 622
175 4041 510
175 1629 504
175 731 547
176 22 243
176 108 28
176 100 998
176 4820 292
176 2136 676
176 818 224
176 2812 60
176 2861 251
176 433 727
177 2907 904
177 1226 36
177 4885 287
177 2569 731
177 2673 995
177 3938 916
177 2738 989
177 4802 758
177 1201 931
178 2943 333
178 2997 377
178 28 190
178 75 698
178 4535 190
178 3717 503
178 4058 639
178 2426 101
178 1543 824
179 4500 526
179 4413 436
179 4492 674
179 4028 898
179 3059 642
179 3800 195
179 4092 720
179 4487 766
179 723 481
180 1843 31
180 3752 455
180 79 767
180 1400 383
180 1151 41
180 3535 960
180 4843 681
180 3552 955
180 624 485
181 603 341
181 950 321
181 3886 828
181 1005 287
181 4365 771
181 650 327
181 570 30
181 387 192
181 496 94
182 3775 48
182 3871 876
182 3119 810
182 794 455
182 2018 463
182 2635 899
182 214 117
182 4911 661
182 3486 112
183 1766 92
183 4915 735
183 4458 74
183 4155 563
183 3773 514
183 1647 653
183 3495 76
183 2963 662
183 431 71
184 2465 773
184 1679 889
184 4064 323
184 1001 177
184 105 918
184 583 677
184 2535 129
184 2845 199
184 4730 656
185 4200 723
185 4788 838
185 2613 764
185 2407 747
185 865 785
185 541 957
185 4818 442
185 974 542
185 416 611
186 2702 360
186 879 529
186 104 974
186 2599 756
186 1623 70
186 4161 355
186 4172 343
186 3023 664
186 1967 724
187 2646 694
187 4931 565
187 154 858
187 4251 296
187 203 924
187 1333 931
187 4040 935
187 1230 157
187 775 711
188 1946 795
188 1260 840
188 3123 982
188 1467 35
188 3767 728
188 1062 926
188 4873 882
188 3712 922
188 629 794
189 3652 149
189 2078 748
189 2467 887
189 3031 523
189 75 834
189 3140 701
189 534 532
189 3054 775
189 426 475
190 2754 39
190 4316 39
190 1879 871
190 1487 46
190 1035 347
190 3717 956
190 2513 71
190 1875 734
190 791 782
191 3324 651
191 8 666
191 1467 917
191 3723 527
191 1805 975
191 162 904
191 471 899
191 2250 48
191 817 596
192 830 16
192 2617 115
192 4450 698
192 4994 645
192 484 204
192 3423 674
192 1489 593
192 4632 817
192 333 164
193 599 297
193 376 582
193 173 179
193 328 840
193 4383 726
193 3531 700
193 1823 169
193 545 66
193 1381 332
194 2598 187
194 1140 21
194 4039 361
194 682 603
194 2972 369
194 1448 628
194 4400 180
194 3314 146
194 524 925
195 2142 41
195 1646 447
195 2232 544
195 145 703
195 2511 351
195 3267 865
195 508 225
195 490 408
195 267 645
196 3456 853
196 3582 414
196 4138 84
196 3851 347
196 1720 192
196 4208 919
196 800 433
196 2662 276
196 809 619
197 3997 971
197 2749 417
197 2392 961
197 1696 199
197 1357 688
197 2537 893
197 158 90
197 1947 856
197 2947 896
198 4636 285
198 239 570
198 25 1000
198 92 636
198 2017 880
198 2513 67
198 159 371
198 118 461
198 1206 902
199 1837 66
199 1442 619
199 4725 510
199 2960 156
199 2419 201
199 4906 182
199 3408 534
199 3341 885
199 1729 905
200 1642 92
200 2610 461
200 3027 289
200 3943 571
200 1397 355
200 675 615
200 1863 526
200 1925 803
200 241 701
201 3162 631
201 209 314
201 4186 136
201 2755 916
201 143 273
201 1344 933
201 4543 174
201 4015 881
201 3576 820
202 4417 529
202 2728 550
202 2823 101
202 2884 926
202 2838 447
202 3381 65
202 2612 830
202 1598 119
202 312 56
203 2596 57
203 2532 957
203 187 924
203 153 36
203 3265 556
203 4893 662
203 894 895
203 2329 688
203 613 208
204 3905 237
204 4330 534
204 1126 285
204 2871 186
204 3690 148
204 3124 244
204 2078 652
204 2975 549
204 924 754
205 2861 18
205 4409 363
205 2176 897
205 2537 856
205 1675 660
205 2879 524
205 507 807
205 1896 961
205 293 234
206 974 33
206 757 139
206 1398 571
206 1663 712
206 3570 878
206 2290 275
206 4166 296
206 3516 787
206 584 297
207 4165 297
207 130 111
207 276 739
207 3262 922
207 2585 302
207 3666 437
207 3399 403
207 1667 618
207 280 159
208 3947 154
208 2400 678
208 2701 446
208 4696 768
208 280 160
208 4681 84
208 1084 818
208 1671 185
208 3481 200
209 201 314
209 4904 902
209 4390 131
209 700 796
209 471 840
209 2761 788
209 853 80
209 4451 437
209 887 506
210 3889 412
210 3572 543
210 3609 126
210 900 507
210 670 625
210 3431 519
210 4815 202
210 2929 782
210 241 646
211 2529 523
211 3123 550
211 2421 483
211 4474 541
211 1656 119
211 4509 464
211 1455 114
211 951 72
211 898 604
212 2748 949
212 1814 23
212 34 935
212 2126 778
212 4023 990
212 1084 506
212 4119 166
212 4293 759
212 1126 902
213 2097 485
213 3955 531
213 3050 88
213 3936 724
213 3333 913
213 2310 351
213 1548 737
213 1574 28
213 256 88
214 2563 964
214 3350 312
214 182 117
214 938 124
214 4869 463
214 626 315
214 3357 253
214 4600 979
214 463 878
215 1421 389
215 2614 722
215 2991 696
215 4811 869
215 1151 341
215 1470 761
215 299 635
215 405 420
215 602 148
216 4751 476
216 2246 824
216 3703 904
216 688 274
216 2702 495
216 3446 78
216 2313 748
216 3856 587
216 786 103
217 1191 359
217 398 727
217 7 103
217 2532 186
217 4856 245
217 3762 216
217 2721 449
217 781 606
217 353 528
218 3917 200
218 4752 579
218 31 766
218 2178 572
218 4164 289
218 3726 975
218 4519 640
218 1399 271
218 349 851
219 2153 436
219 713 833
219 4219 195
219 585 267
219 2026 953
219 2546 139
219 4764 465
219 2870 378
219 765 140
220 3852 996
220 923 711
220 57 78
220 99 167
220 3587 555
220 4534 69
220 3533 251
220 451 140
220 2691 602
221 1396 688
221 4171 53
221 3840 763
221 3948 731
221 2628 973
221 3816 433
221 1802 46
221 1718 624
221 394 97
222 1139 853
222 707 257
222 133 290
222 3653 645
222 643 326
222 4035 685
222 1367 765
222 2294 639
222 838 445
223 4358 974
223 2370 295
223 3796 258
223 3313 170
223 4579 422
223 4638 762
223 3862 205
223 4009 202
223 474 736
224 4079 853
224 2427 650
224 1480 43
224 1833 109
224 133 254
224 1862 576
224 2358 313
224 1856 696
224 571 504
225 2885 57
225 2223 736
225 85 600
225 3895 286
225 3892 552
225 3744 988
225 848 130
225 4768 321
225 602 676
226 3174 764
226 1379 63
226 106 914
226 3572 552
226 2357 639
226 727 232
226 1687 306
226 378 759
226 270 368
227 4914 283
227 3576 125
227 117 190
227 4075 535
227 4813 743
227 2196 418
227 3761 595
227 4891 998
227 1850 923
228 4436 846
228 4110 978
228 256 296
228 4211 139
228 4045 270
228 1684 966
228 1845 362
228 1757 618
228 2387 290
229 394 851
229 2693 244
229 2149 956
229 3626 164
229 1683 558
229 314 27
229 4829 738
229 622 121
229 1020 331
230 3657 482
230 2287 817
230 1298 801
230 4019 736
230 3721 719
230 2027 622
230 2694 953
