

start: Graph Generation
26 231 177
27 823 542
27 3786 581
27 3915 139
27 4760 82
27 4924 859
27 348 42
27 641 417
27 883 580
27 512 481
28 927 337
28 4684 236
28 3681 538
28 1470 564
28 3337 476
28 1792 640
28 4589 201
28 2386 405
28 1504 866
29 4321 824
29 3260 904
29 732 70
29 2353 303
29 4116 836
29 3033 93
29 338 456
29 4543 389
29 44 727
30 2014 737
30 1838 638
30 971 36
30 3900 620
30 3115 879
30 2105 171
30 3719 442
30 2958 854
30 664 223
31 4687 503
31 3802 637
31 2796 420
31 3566 566
31 789 133
31 1159 331
31 3358 627
31 1001 897
31 925 915
32 4313 802
32 4009 836
32 2506 919
32 3206 426
32 3177 145
32 4456 625
32 3991 173
32 3461 551
32 1692 780
33 3190 887
33 3104 51
33 3137 380
33 252 406
33 491 385
33 1613 199
33 4309 690
33 3373 353
33 496 86
34 3233 308
34 3512 216
34 2480 194
34 2970 944
34 746 766
34 1014 273
34 4354 298
34 2446 996
34 1808 909
35 520 750
35 1828 404
35 1968 442
35 4381 541
35 1607 802
35 4414 594
35 1110 741
35 4301 984
35 63 157
36 3957 328
36 4821 572
36 4225 718
36 2589 389
36 2443 875
36 4983 167
36 3196 352
36 2112 348
36 635 978
37 4187 497
37 2246 978
37 3273 887
37 3544 738
37 2344 248
37 1508 85
37 593 300
37 2972 231
37 466 997
38 962 746
38 2222 755
38 1434 176
38 4646 741
38 4754 752
38 495 501
38 2563 844
38 3864 814
38 676 41
39 4338 409
39 191 246
39 396 89
39 1280 255
39 1797 27
39 236 485
39 1515 673
39 4046 557
39 1008 996
40 1277 388
40 2574 116
40 2471 424
40 873 68
40 2794 717
40 1614 752
40 286 521
40 3121 736
40 802 322
41 3671 916
41 1955 216
41 2908 163
41 1721 679
41 3050 115
41 1828 662
41 781 931
41 4740 562
41 1697 352
42 1721 338
42 3606 506
42 2849 500
42 349 798
42 106 728
42 925 552
42 1300 455
42 3343 802
42 120 944
43 4915 290
43 4596 989
43 10 606
43 4698 837
43 4671 991
43 3918 513
43 1373 98
43 2758 431
43 962 493
44 4927 783
44 1630 690
44 5000 611
44 29 727
44 603 668
44 1285 648
44 2442 551
44 1670 735
44 514 440
45 306 885
45 570 482
45 1199 778
45 3537 171
45 2055 81
45 1625 408
45 2984 724
45 1705 894
45 2022 776
46 12 575
46 3332 815
46 1304 539
46 1796 908
46 3800 488
46 3473 340
46 3063 343
46 1977 308
46 982 643
47 1327 678
47 4764 115
47 2015 138
47 1712 176
47 97 561
47 3598 964
47 2859 831
47 3418 136
47 91 593
48 3056 848
48 1301 562
48 1025 687
48 3015 721
48 2715 193
48 3013 123
48 1693 436
48 4398 295
48 2453 694
49 3742 366
49 3827 731
49 2065 828
49 1994 950
49 4075 106
49 1497 117
49 4934 202
49 3249 381
49 1980 98
50 3403 277
50 848 285
50 2940 653
50 1325 559
50 1684 938
50 4767 332
50 2488 165
50 4420 503
50 1286 49
51 3193 878
51 3129 761
51 3852 604
51 1924 539
51 4944 585
51 92 422
51 542 396
51 3488 520
51 1031 225
52 2132 983
52 873 599
52 2407 96
52 2057 195
52 4543 901
52 3722 509
52 3503 380
52 983 506
52 1261 284
53 4667 629
53 1764 171
53 3843 221
53 1949 879
53 4882 818
53 4236 193
53 3800 467
53 1981 920
53 1235 761
54 3041 119
54 4188 420
54 3831 494
54 2103 400
54 4156 649
54 340 841
54 3277 15
54 1606 491
54 856 107
55 1441 679
55 3984 574
55 4053 71
55 3004 928
55 3076 526
55 444 695
55 2440 208
55 952 59
55 237 708
56 1284 158
56 3374 276
56 3760 424
56 2406 906
56 4049 903
56 4006 869
56 1457 113
56 3602 744
56 1584 904
57 1360 812
57 2318 192
57 4402 125
57 1230 434
57 1338 89
57 3201 504
57 865 383
57 4297 528
57 178 584
58 2072 542
58 4568 325
58 2894 802
58 3561 582
58 2132 264
58 4006 494
58 2402 812
58 1154 36
58 452 312
59 3909 649
59 4655 541
59 2148 693
59 680 578
59 2619 110
59 1919 496
59 3223 374
59 2401 345
59 2152 400
60 4108 927
60 284 899
60 2334 782
60 1301 540
60 4509 217
60 3489 532
60 1689 749
60 439 487
60 1522 313
61 2393 146
61 4723 886
61 4265 214
61 1063 681
61 3558 839
61 4468 207
61 3727 549
61 2012 274
61 1885 73
62 1108 911
62 2845 518
62 4429 95
62 1068 864
62 3430 627
62 3562 850
62 421 462
62 3961 41
62 3175 827
63 4579 15
63 1853 703
63 1811 916
63 35 157
63 2202 146
63 3670 667
63 2620 552
63 4485 834
63 1590 708
64 4744 160
64 4820 765
64 4653 991
64 4585 389
64 451 805
64 2428 656
64 1877 882
64 3881 296
64 898 887
65 244 315
65 2909 655
65 3315 142
65 2421 385
65 8 473
65 16 733
65 1533 448
65 3020 521
65 921 912
66 2503 568
66 3447 439
66 3226 929
66 1553 402
66 4125 471
66 4725 338
66 2692 734
66 4860 938
66 1898 418
67 3975 257
67 3682 231
67 3608 840
67 4373 375
67 3485 528
67 2142 176
67 3399 744
67 1887 723
67 274 947
68 566 74
68 2444 39
68 2294 904
68 4279 73
68 1008 281
68 265 404
68 339 239
68 2782 158
68 240 964
69 3240 180
69 4876 226
69 557 500
69 944 629
69 4519 673
69 2742 709
69 793 575
69 3610 179
69 1131 560
70 3903 30
70 3280 191
70 3072 213
70 3780 230
70 1665 311
70 2580 110
70 272 345
70 489 504
70 74 30
71 4428 14
71 252 127
71 508 225
71 3215 295
71 273 641
71 4364 622
71 3502 398
71 1780 834
71 594 799
72 101 110
72 4054 129
72 3813 754
72 2497 519
72 2988 94
72 1586 889
72 3210 502
72 232 190
72 325 712
73 331 365
73 1267 89
73 2383 530
73 1536 487
73 2373 922
73 1636 951
73 4128 356
73 2781 68
73 1036 852
74 4370 283
74 1250 70
74 846 625
74 2932 597
74 3803 399
74 70 30
74 585 909
74 3572 417
74 498 382
75 3804 88
75 1048 780
75 24 228
75 2334 705
75 1873 882
75 4459 992
75 3080 122
75 4612 746
75 1892 928
76 471 256
76 501 22
76 4370 927
76 2387 649
76 2449 878
76 601 217
76 2310 856
76 1696 984
76 841 24
77 3284 770
77 2034 604
77 947 649
77 79 343
77 682 22
77 2806 497
77 3806 523
77 1642 428
77 284 774
78 1070 909
78 2921 507
78 4056 555
78 1285 285
78 4798 835
78 1642 180
78 3495 663
78 367 982
78 2019 627
79 3151 183
79 1044 570
79 77 343
79 4194 995
79 1940 510
79 3555 939
79 319 51
79 1751 445
79 1039 631
80 2090 783
80 998 177
80 1032 612
80 398 81
80 2193 165
80 328 769
80 1232 468
80 2638 418
80 886 439
81 4818 764
81 4760 434
81 573 459
81 4764 710
81 4305 952
81 1241 917
81 1904 380
81 3342 77
81 414 902
82 1478 771
82 983 349
82 992 708
82 3829 320
82 2749 70
82 3058 81
82 714 158
82 320 718
82 382 260
83 1459 522
83 2805 219
83 4009 215
83 3093 312
83 2733 746
83 460 884
83 3165 441
83 518 302
83 2200 689
84 2732 944
84 2679 434
84 1184 433
84 3492 271
84 1247 545
84 4633 630
84 1433 290
84 4900 939
84 1093 730
85 2220 856
85 1851 52
85 391 120
85 664 960
85 2764 631
85 363 519
85 2982 109
85 1069 978
85 520 859
86 1172 751
86 1846 342
86 4184 18
86 371 518
86 4455 923
86 2521 779
86 1702 444
86 1429 105
86 639 759
87 1806 30
87 1481 694
87 1901 847
87 187 178
87 874 142
87 3866 424
87 4395 73
87 3720 980
87 416 846
88 2605 36
88 387 113
88 1865 997
88 2987 998
88 3888 265
88 1912 888
88 1934 314
88 4475 660
88 624 301
89 4585 919
89 3992 118
89 2227 631
89 4730 528
89 711 948
89 1876 991
89 3570 816
89 2296 868
89 1341 67
90 4478 113
90 2323 194
90 4852 222
90 2059 669
90 3395 612
90 4108 916
90 1212 92
90 1456 129
90 462 345
91 1488 474
91 4959 806
91 2500 835
91 2226 558
91 4706 359
91 2173 321
91 47 593
91 2211 523
91 773 594
92 4776 305
92 2997 366
92 51 422
92 4411 931
92 1072 750
92 3852 150
92 127 641
92 3584 846
92 143 508
93 1509 56
93 1807 801
93 2949 584
93 4315 895
93 3588 13
93 1854 828
93 3328 271
93 2467 86
93 1368 860
94 1235 502
94 1392 776
94 3786 747
94 3606 505
94 455 883
94 4212 843
94 2113 575
94 3103 857
94 1645 711
95 3994 979
95 4546 796
95 4307 466
95 606 878
95 657 306
95 1618 875
95 2519 650
95 4717 795
95 489 625
96 491 133
96 4880 644
96 2809 694
96 206 722
96 922 230
96 3041 252
96 1195 179
96 2018 971
96 1023 95
97 4696 314
97 4700 142
97 47 561
97 1650 781
97 665 874
97 2555 533
97 4649 616
97 2074 673
97 1388 115
98 1303 418
98 1121 300
98 1294 41
98 795 217
98 4039 796
98 194 154
98 3476 456
98 1676 158
98 1672 575
99 3878 649
99 3276 935
99 489 270
99 2704 913
99 3656 291
99 1527 727
99 1898 90
99 4606 20
99 312 446
100 1772 21
100 722 676
100 3289 800
100 2681 161
100 373 478
100 895 900
100 188 793
100 928 363
100 673 90
101 4752 937
101 72 110
101 2706 910
101 4332 124
101 474 291
101 4861 948
101 4955 118
101 2195 532
101 354 655
102 2246 647
102 2943 286
102 2813 889
102 1987 597
102 3249 234
102 3624 401
102 1456 566
102 826 440
102 1662 658
103 2508 818
103 2772 804
103 3762 376
103 4845 491
103 4761 392
103 4526 172
103 3244 819
103 4999 81
103 1521 700
104 2669 60
104 1483 738
104 2567 27
104 2382 650
104 127 826
104 3835 941
104 1002 899
104 4001 629
104 1482 680
105 4142 741
105 3968 509
105 117 92
105 2139 625
105 1631 519
105 4751 160
105 1036 340
105 4340 991
105 651 777
106 4822 623
106 1139 348
106 42 728
106 1718 484
106 2318 438
106 4073 387
106 1381 870
106 4878 997
106 350 219
107 2826 608
107 3192 47
107 1864 477
107 1043 638
107 647 482
107 1519 424
107 2645 606
107 4974 599
107 2768 264
108 1959 886
108 1787 911
108 4559 622
108 4100 232
108 3348 470
108 1608 413
108 4987 231
108 2904 561
108 1983 800
109 200 190
109 1898 320
109 4638 136
109 971 637
109 1319 810
109 2485 985
109 4908 923
109 231 173
109 522 732
110 189 98
110 2398 785
110 3274 627
110 2904 504
110 4737 561
110 2053 921
110 832 156
110 2660 423
110 145 416
111 1834 486
111 3735 950
111 343 652
111 4570 24
111 3945 661
111 3984 1000
111 2152 459
111 952 730
111 2538 91
112 4858 211
112 4483 757
112 4857 737
112 4355 492
112 4666 283
112 1669 62
112 2687 188
112 3857 78
112 159 458
113 2102 722
113 2952 480
113 3800 596
113 4421 859
113 4765 88
113 1514 828
113 2700 576
113 1787 80
113 897 293
114 1328 956
114 1905 766
114 4907 832
114 1577 439
114 4779 184
114 3232 964
114 3668 351
114 751 48
114 1023 378
115 2912 218
115 3070 166
115 3524 57
115 1272 470
115 3343 125
115 4984 912
115 3741 995
115 4477 923
115 618 553
116 1238 529
116 4543 60
116 4188 520
116 1315 802
116 4777 16
116 4882 269
116 2926 889
116 4446 74
116 150 22
117 3341 978
117 699 797
117 105 92
117 339 334
117 3690 920
117 1615 952
117 2339 245
117 4563 527
117 1926 279
118 4059 886
118 4431 154
118 2699 704
118 1442 711
118 2750 822
118 4790 854
118 2742 256
118 921 909
118 406 259
119 2078 247
119 212 960
119 2216 927
119 4860 345
119 1732 699
119 4907 830
119 3192 242
119 206 269
119 1793 48
120 4756 569
120 1532 439
120 603 776
120 4025 588
120 3310 166
120 607 663
120 4195 694
120 42 944
120 1172 703
121 3357 403
121 2328 711
121 1286 495
121 1875 206
121 1511 638
121 4435 214
121 4843 498
121 3527 697
121 1552 945
122 1946 766
122 867 575
122 1135 251
122 4103 897
122 1382 158
122 2560 114
122 2480 322
122 3980 361
122 565 477
123 615 873
123 2650 430
123 1523 744
123 4500 807
123 2987 803
123 1717 420
123 2075 24
123 4651 507
123 2403 605
124 3950 237
124 4331 796
124 4089 668
124 3663 685
124 2436 729
124 1858 298
124 3326 375
124 2896 454
124 1713 960
125 3861 452
125 1449 238
125 2972 818
125 4394 395
125 2039 196
125 3943 87
125 4311 706
125 3333 835
125 1075 915
126 2339 317
126 1296 861
126 4335 581
126 2921 274
126 4992 808
126 1346 194
126 4360 951
126 4364 577
126 257 991
127 636 623
127 2880 557
127 92 641
127 104 826
127 4901 196
127 365 649
127 1236 59
127 4284 31
127 4244 351
128 4689 355
128 1998 896
128 3715 75
128 1009 476
128 3402 108
128 2017 660
128 3393 383
128 1361 782
128 200 567
129 2399 500
129 2592 783
129 1750 165
129 1839 496
129 4555 295
129 3526 385
129 897 495
129 709 392
129 1784 733
130 4159 340
130 4819 33
130 1813 817
130 375 188
130 4333 80
130 2255 212
130 1039 94
130 1503 867
130 208 129
131 2083 364
131 4892 414
131 19 257
131 4566 699
131 4855 935
131 1571 958
131 3388 504
131 3199 239
131 1464 730
132 2264 375
132 4572 653
132 4118 32
132 1114 616
132 1668 237
132 1883 358
132 511 728
132 3449 129
132 2717 87
133 4276 953
133 2045 287
133 3094 510
133 4598 62
133 3531 282
133 4963 858
133 2779 799
133 2607 143
133 1914 34
134 3789 930
134 2297 275
134 189 574
134 200 917
134 201 160
134 1505 13
134 2504 617
134 3312 57
134 846 550
135 486 636
135 4253 792
135 3684 666
135 1546 932
135 240 48
135 2782 246
135 1830 666
135 1385 206
135 142 302
136 4759 967
136 2102 173
136 719 904
136 4448 555
136 3578 556
136 2483 381
136 2583 725
136 2341 666
136 1095 732
137 2290 894
137 1775 610
137 3784 390
137 4805 994
137 4168 757
137 457 318
137 1014 915
137 3397 284
137 378 345
138 3002 906
138 2896 152
138 1052 716
138 2290 917
138 1261 809
138 2297 788
138 1373 123
138 3181 883
138 777 214
139 4834 231
139 1291 45
139 3798 498
139 3716 267
139 1048 29
139 1867 566
139 2606 71
139 2470 405
139 840 846
140 4170 279
140 2695 282
140 2490 547
140 975 240
140 3985 900
140 2460 360
140 3253 503
140 621 465
140 771 967
141 4311 993
141 1404 284
141 3423 336
141 4196 492
141 1014 62
141 1098 586
141 4390 627
141 3895 241
141 289 675
142 777 979
142 294 723
142 3573 245
142 1621 523
142 135 302
142 4302 70
142 4720 56
142 2479 768
142 659 351
143 2284 88
143 1673 647
143 999 753
143 92 508
143 1038 810
143 1468 557
143 1333 162
143 1960 531
143 4155 922
144 607 334
144 1051 195
144 3039 881
144 2157 233
144 4221 898
144 569 100
144 4515 729
144 323 385
144 1741 418
145 866 23
145 2473 716
145 3983 947
145 3624 338
145 2605 214
145 110 416
145 3743 640
145 558 212
145 565 670
146 1647 795
146 4768 785
146 3616 356
146 593 63
146 4039 744
146 2294 191
146 1960 169
146 2209 77
146 2320 254
147 514 693
147 2836 424
147 3204 347
147 325 667
147 1318 196
147 3718 566
147 2976 956
147 3057 134
147 321 720
148 2158 945
148 4905 461
148 1147 937
148 1886 595
148 4718 923
148 1022 494
148 819 971
148 4634 724
148 2606 518
149 1699 665
149 3863 746
149 1869 599
149 3286 284
149 4081 266
149 1359 293
149 4623 925
149 2706 617
149 1393 818
150 1643 47
150 2313 431
150 295 721
150 116 22
150 1293 479
150 1517 331
150 2504 994
150 621 807
150 387 985
151 3939 333
151 3550 121
151 2271 991
151 2842 33
151 2648 437
151 1535 566
151 4889 328
151 2779 999
151 1470 397
152 4648 892
152 2605 850
152 602 372
152 1986 508
152 4692 511
152 2434 629
152 1381 756
152 4689 544
152 351 830
153 4342 619
153 2369 818
153 1515 69
153 2203 766
153 3790 588
153 246 540
153 613 817
153 4316 239
153 391 394
154 1713 673
154 2059 616
154 1852 132
154 546 432
154 2816 563
154 691 530
154 725 300
154 4428 382
154 750 17
155 1455 125
155 574 747
155 1048 421
155 3106 970
155 2114 590
155 2805 401
155 350 326
155 350 648
155 1235 613
156 1155 322
156 167 718
156 4181 207
156 1551 428
156 1386 688
156 4405 214
156 4420 398
156 1329 207
156 463 782
157 758 967
157 4737 984
157 3274 483
157 3357 355
157 2398 232
157 3469 521
157 3701 153
157 2225 289
157 366 998
158 180 593
158 4341 613
158 2071 942
158 793 328
158 1387 784
158 4263 639
158 3089 100
158 1711 421
158 367 278
159 3243 529
159 4843 768
159 4383 661
159 4062 66
159 1065 208
159 2390 478
159 112 458
159 1039 923
159 394 970
160 1769 96
160 1476 834
160 2585 497
160 2306 270
160 3785 871
160 2098 320
160 2262 176
160 4627 547
160 819 585
161 2245 173
161 1826 206
161 384 82
161 566 409
161 1054 189
161 649 419
161 4744 914
161 1942 888
161 679 856
162 1486 457
162 1847 736
162 2804 675
162 2850 740
162 4132 657
162 3129 750
162 1099 51
162 3001 731
162 199 861
163 3784 476
163 1015 723
163 1316 37
163 3443 724
163 2045 156
163 4929 621
163 3310 915
163 2252 861
163 1689 260
164 2744 775
164 1866 270
164 4122 787
164 3854 411
164 3962 692
164 2377 759
164 2830 602
164 2385 436
164 625 388
165 2855 327
165 2569 344
165 465 106
165 3678 349
165 946 663
165 2799 528
165 832 119
165 3542 830
165 1270 474
166 744 569
166 4578 54
166 661 460
166 1656 953
166 315 887
166 2388 937
166 3158 508
166 1005 320
166 696 437
167 156 718
167 761 436
167 4741 583
167 1589 502
167 3606 513
167 4531 380
167 4485 581
167 1986 224
167 1360 199
168 3768 953
168 3267 62
168 3942 266
168 395 349
168 3728 463
168 4001 108
168 2405 567
168 1062 755
168 1484 884
169 1038 866
169 4641 623
169 2266 289
169 3507 594
169 2394 454
169 246 923
169 4244 450
169 1056 680
169 454 647
170 1902 338
170 4816 444
170 2158 821
170 4624 39
170 1498 768
170 4776 583
170 4096 465
170 2915 345
170 2821 623
171 4188 59
171 4922 154
171 457 569
171 3562 777
171 274 910
171 3283 56
171 776 638
171 666 454
171 1852 684
172 1148 831
172 1871 597
172 4005 22
172 3007 117
172 449 270
172 2449 362
172 2351 314
172 600 951
172 225 298
173 4309 634
173 1710 597
173 1384 583
173 1990 51
173 1896 924
173 3301 902
173 875 767
173 1564 565
173 382 479
174 2224 476
174 3325 561
174 25 489
174 4189 677
174 1391 865
174 2987 720
174 837 864
174 671 633
174 759 308
175 2779 678
175 1766 248
175 1591 664
175 608 236
175 3724 973
175 3815 354
175 4510 90
175 1049 403
175 566 196
176 2205 353
176 1388 980
176 2029 442
176 4107 455
176 1647 287
176 4895 958
176 2482 888
176 760 921
176 964 677
177 3477 288
177 4016 534
177 399 886
177 3632 17
177 3441 842
177 2781 721
177 1772 10
177 1773 989
177 667 274
178 1491 281
178 3557 883
178 23 994
178 2698 434
178 2522 844
178 3489 738
178 57 584
178 2866 41
178 261 527
179 4080 151
179 3183 478
179 2197 460
179 497 250
179 426 628
179 2527 521
179 905 826
179 1282 657
179 1333 642
180 2217 745
180 158 593
180 512 155
180 189 420
180 1104 471
180 3032 238
180 1511 341
180 2519 271
180 694 498
181 3934 829
181 1438 931
181 2935 123
181 3953 889
181 2875 647
181 4858 673
181 386 706
181 4867 984
181 1682 48
182 3157 459
182 333 446
182 1035 987
182 3347 819
182 1669 378
182 2827 592
182 702 442
182 1824 805
182 916 49
183 1860 491
183 1868 379
183 4031 370
183 2385 309
183 1935 173
183 924 353
183 2262 516
183 563 921
183 676 720
184 802 172
184 2537 43
184 750 630
184 2912 206
184 3478 452
184 3297 606
184 1522 630
184 4156 196
184 2197 560
185 3317 48
185 4633 791
185 2623 367
185 1722 469
185 2701 728
185 2832 649
185 3399 253
185 4976 266
185 509 45
186 4070 409
186 3467 587
186 1472 465
186 1553 639
186 3480 265
186 1573 79
186 239 98
186 364 167
186 1193 996
187 1837 314
187 2985 827
187 87 178
187 3613 402
187 4581 915
187 1655 186
187 4676 499
187 2069 827
187 1489 23
188 1507 820
188 3817 341
188 100 793
188 3952 811
188 4941 646
188 557 119
188 4703 353
188 1375 773
188 403 921
189 1918 489
189 110 98
189 134 574
189 180 420
189 2783 399
189 2611 725
189 2745 908
189 491 486
189 467 28
190 2426 827
190 2840 946
190 19 539
190 3052 483
190 2217 874
190 1469 431
190 4071 446
190 851 539
190 735 990
191 39 246
191 3457 88
191 2540 302
191 4964 294
191 4289 745
191 4874 827
191 1052 715
191 1517 843
191 3339 76
192 4530 974
192 3777 319
192 1878 480
192 1448 704
192 1013 362
192 309 852
192 495 300
192 3718 299
192 1902 186
193 1625 475
193 2048 557
193 3695 670
193 4286 691
193 1329 587
193 256 846
193 1290 47
193 403 296
193 1083 443
194 3132 856
194 3341 411
194 98 154
194 2091 479
194 920 818
194 2875 190
194 4679 243
194 618 227
194 951 224
195 1350 868
195 3908 441
195 725 516
195 3063 126
195 365 416
195 745 639
195 3972 58
195 4267 373
195 1387 184
196 4907 115
196 4551 713
196 3556 882
196 4744 437
196 3518 776
196 1734 803
196 4314 204
196 4195 653
196 402 695
197 1641 555
197 3804 807
197 3317 933
197 373 671
197 1820 962
197 4121 581
197 3973 936
197 1282 781
197 2169 748
198 3617 992
198 2604 471
198 4796 59
198 4771 995
198 4169 196
198 2023 315
198 2336 785
198 591 742
198 1098 793
199 3497 611
199 1182 987
199 4151 163
199 4773 100
199 2499 816
199 1401 837
199 2388 54
199 162 861
199 4987 654
200 686 163
200 109 190
200 134 917
200 468 343
200 4455 429
200 520 606
200 128 567
200 4114 566
200 281 870
201 2420 653
201 3317 849
201 134 160
201 4081 231
201 287 396
201 3710 768
201 4221 747
201 4826 210
201 1269 547
202 1530 206
202 3969 260
202 2976 522
202 4538 204
202 4917 512
202 2641 502
202 416 954
202 4214 39
202 1297 801
203 3599 245
203 3851 814
203 4787 272
203 1674 512
203 756 82
203 1973 992
203 4403 108
203 855 338
203 572 459
204 446 330
204 3359 595
204 4860 227
204 3662 143
204 1568 29
204 1506 811
204 4437 581
204 1370 817
204 600 919
205 3271 191
205 1466 314
205 4686 460
205 4360 116
205 4516 148
205 2335 178
205 4945 540
205 3664 747
205 515 472
206 4662 675
206 3508 850
206 96 722
206 119 269
206 3512 696
206 4625 719
206 4394 429
206 3954 756
206 285 573
207 3559 119
207 1126 570
207 2747 567
207 2389 557
207 3806 648
207 209 128
207 2641 787
207 298 310
207 458 17
208 3522 108
208 1192 10
208 3292 199
208 130 129
208 933 29
208 1164 738
208 2823 915
208 4282 640
208 1424 611
209 2488 545
209 3344 782
209 207 128
209 1816 168
209 600 872
209 737 352
209 3165 181
209 4872 463
209 541 948
210 892 363
210 3585 725
210 4148 495
210 2151 511
210 3270 329
210 3638 494
210 3469 12
210 4575 983
210 2318 204
211 2763 686
211 4189 332
211 2439 489
211 2414 888
211 4089 508
211 4782 647
211 4274 880
211 2275 965
211 1230 959
212 119 960
212 3031 69
212 4157 339
212 2131 846
212 2845 224
212 578 185
212 2031 410
212 4053 269
212 1804 436
213 720 23
213 4854 271
213 2518 451
213 3867 305
213 3675 905
213 2288 522
213 1652 237
213 2419 556
213 312 732
214 1724 585
214 2780 616
214 8 504
214 1288 157
214 461 351
214 3796 476
214 3139 255
214 3450 99
214 307 762
215 3980 389
215 1386 559
215 2977 784
215 4974 400
215 991 960
215 1281 122
215 2304 997
215 1788 451
215 1226 670
216 1497 930
216 2144 644
216 3840 954
216 3666 527
216 2927 686
216 827 822
216 3761 488
216 3897 434
216 2434 573
217 4473 571
217 2512 920
217 379 474
217 4661 612
217 3348 182
217 1489 811
217 756 952
217 1229 392
217 1282 740
218 2129 259
218 4542 578
218 4818 478
218 844 608
218 4010 14
218 994 713
218 4445 351
218 327 380
218 335 357
219 971 189
219 1593 659
219 1329 461
219 420 267
219 4619 171
219 662 715
219 3359 537
219 4866 823
219 527 28
220 795 316
220 4327 980
220 4784 965
220 4381 612
220 4168 311
220 4989 774
220 4469 967
220 2458 669
220 2771 478
221 1052 605
221 4770 673
221 4815 377
221 4031 876
221 4463 558
221 2982 222
221 510 447
221 2231 895
221 314 375
222 298 89
222 1691 787
222 4068 586
222 1477 190
222 4566 874
222 1836 769
222 399 636
222 2592 701
222 288 544
223 3982 814
223 5000 762
223 3177 375
223 3552 141
223 4763 323
223 3828 259
223 812 649
223 3837 354
223 338 853
224 4824 906
224 4613 777
224 2215 379
224 2416 684
224 1571 983
224 556 840
224 3891 656
224 768 158
224 1498 334
225 2298 441
225 1839 883
225 1077 32
225 509 836
225 172 298
225 2394 541
225 2031 478
225 3697 941
225 2133 66
226 1176 38
226 1765 868
226 3305 940
226 1370 897
226 1734 323
226 742 263
226 3376 285
226 4376 925
226 874 353
227 3230 241
227 877 901
227 4156 984
227 3287 772
227 4667 784
227 557 115
227 3010 315
227 3571 410
227 1202 16
228 2352 370
228 3914 269
228 516 945
228 2880 212
228 3260 560
228 4339 628
228 4100 811
228 3384 556
228 264 78
229 415 808
229 2531 67
229 3618 243
229 1133 764
229 4987 171
229 4642 722
229 1791 920
229 4891 731
229 1065 766
